filename,lon_min,lat_min,lon_max,lat_max,point_count,acq_date,frp_mean
grid_2022-05-31_lon126.35135_lat34.62162.png,126.35135135135135,34.62162162162164,126.52027027027027,34.75675675675678,1,2022-05-31,1.59
grid_2022-05-31_lon126.52027_lat34.62162.png,126.52027027027027,34.62162162162164,126.6891891891892,34.75675675675678,2,2022-05-31,4.265
grid_2022-05-31_lon126.52027_lat35.83784.png,126.52027027027027,35.837837837837874,126.6891891891892,35.97297297297301,1,2022-05-31,0.76
grid_2022-05-31_lon126.52027_lat36.78378.png,126.52027027027027,36.78378378378383,126.6891891891892,36.91891891891897,2,2022-05-31,1.365
grid_2022-05-31_lon126.52027_lat36.91892.png,126.52027027027027,36.91891891891897,126.6891891891892,37.054054054054106,1,2022-05-31,0.55
grid_2022-05-31_lon126.52027_lat37.45946.png,126.52027027027027,37.45945945945952,126.6891891891892,37.59459459459465,1,2022-05-31,1.04
grid_2022-05-31_lon126.68919_lat36.91892.png,126.6891891891892,36.91891891891897,126.85810810810811,37.054054054054106,10,2022-05-31,2.2960000000000003
grid_2022-05-31_lon128.37838_lat35.83784.png,128.3783783783784,35.837837837837874,128.5472972972973,35.97297297297301,1,2022-05-31,8.66
grid_2022-05-31_lon128.71622_lat35.43243.png,128.71621621621622,35.43243243243246,128.88513513513513,35.5675675675676,17,2022-05-31,9.394117647058824
grid_2022-05-31_lon129.22297_lat35.97297.png,129.22297297297297,35.97297297297301,129.39189189189187,36.10810810810815,2,2022-05-31,4.16
