filename,lon_min,lat_min,lon_max,lat_max,point_count,acq_date,frp_mean
grid_2021-02-18_lon126.52027_lat36.78378.png,126.52027027027027,36.78378378378383,126.6891891891892,36.91891891891897,1,2021-02-18,2.32
grid_2021-02-18_lon126.68919_lat36.91892.png,126.6891891891892,36.91891891891897,126.85810810810811,37.054054054054106,4,2021-02-18,1.7650000000000001
grid_2021-02-18_lon127.02703_lat37.45946.png,127.02702702702703,37.45945945945952,127.19594594594595,37.59459459459465,1,2021-02-18,17.06
grid_2021-02-18_lon128.37838_lat36.78378.png,128.3783783783784,36.78378378378383,128.5472972972973,36.91891891891897,1,2021-02-18,1.82
grid_2021-02-18_lon128.71622_lat35.02703.png,128.71621621621622,35.02702702702705,128.88513513513513,35.16216216216219,1,2021-02-18,2.14
grid_2021-02-18_lon128.88514_lat35.02703.png,128.88513513513516,35.02702702702705,129.05405405405406,35.16216216216219,4,2021-02-18,2.4375
grid_2021-02-18_lon128.88514_lat37.45946.png,128.88513513513516,37.45945945945952,129.05405405405406,37.59459459459465,2,2021-02-18,1.875
grid_2021-02-18_lon128.88514_lat37.59459.png,128.88513513513516,37.59459459459465,129.05405405405406,37.72972972972979,1,2021-02-18,1.75
grid_2021-02-18_lon129.05405_lat37.32432.png,129.05405405405406,37.32432432432438,129.22297297297297,37.45945945945952,4,2021-02-18,1.7400000000000002
grid_2021-02-18_lon129.05405_lat37.45946.png,129.05405405405406,37.45945945945952,129.22297297297297,37.59459459459465,2,2021-02-18,3.705
grid_2021-02-18_lon129.22297_lat35.43243.png,129.22297297297297,35.43243243243246,129.39189189189187,35.5675675675676,1,2021-02-18,4.85
grid_2021-02-18_lon129.22297_lat35.97297.png,129.22297297297297,35.97297297297301,129.39189189189187,36.10810810810815,2,2021-02-18,1.96
grid_2021-02-18_lon129.39189_lat35.97297.png,129.3918918918919,35.97297297297301,129.5608108108108,36.10810810810815,1,2021-02-18,1.98
