filename,lon_min,lat_min,lon_max,lat_max,point_count,acq_date,frp_mean
grid_2020-03-23_lon126.18243_lat34.62162.png,126.18243243243244,34.62162162162164,126.35135135135135,34.75675675675678,1,2020-03-23,2.24
grid_2020-03-23_lon126.52027_lat35.83784.png,126.52027027027027,35.837837837837874,126.6891891891892,35.97297297297301,1,2020-03-23,1.75
grid_2020-03-23_lon126.52027_lat36.78378.png,126.52027027027027,36.78378378378383,126.6891891891892,36.91891891891897,1,2020-03-23,2.51
grid_2020-03-23_lon126.52027_lat36.91892.png,126.52027027027027,36.91891891891897,126.6891891891892,37.054054054054106,1,2020-03-23,1.99
grid_2020-03-23_lon126.52027_lat37.45946.png,126.52027027027027,37.45945945945952,126.6891891891892,37.59459459459465,1,2020-03-23,1.19
grid_2020-03-23_lon126.68919_lat33.40541.png,126.6891891891892,33.40540540540541,126.85810810810811,33.54054054054055,1,2020-03-23,2.48
grid_2020-03-23_lon126.68919_lat36.91892.png,126.6891891891892,36.91891891891897,126.85810810810811,37.054054054054106,8,2020-03-23,3.2487500000000002
grid_2020-03-23_lon127.19595_lat37.05405.png,127.19594594594595,37.054054054054106,127.36486486486487,37.18918918918924,1,2020-03-23,9.49
grid_2020-03-23_lon127.70270_lat36.37838.png,127.70270270270271,36.37837837837842,127.87162162162163,36.51351351351356,1,2020-03-23,3.4
grid_2020-03-23_lon127.70270_lat37.32432.png,127.70270270270271,37.32432432432438,127.87162162162163,37.45945945945952,1,2020-03-23,5.25
grid_2020-03-23_lon128.20946_lat36.91892.png,128.20945945945948,36.91891891891897,128.3783783783784,37.054054054054106,3,2020-03-23,2.6333333333333333
grid_2020-03-23_lon128.37838_lat35.29730.png,128.3783783783784,35.29729729729733,128.5472972972973,35.43243243243246,1,2020-03-23,0.8
grid_2020-03-23_lon128.71622_lat35.02703.png,128.71621621621622,35.02702702702705,128.88513513513513,35.16216216216219,3,2020-03-23,1.04
grid_2020-03-23_lon128.88514_lat35.02703.png,128.88513513513516,35.02702702702705,129.05405405405406,35.16216216216219,3,2020-03-23,2.0833333333333335
grid_2020-03-23_lon128.88514_lat37.45946.png,128.88513513513516,37.45945945945952,129.05405405405406,37.59459459459465,3,2020-03-23,1.0933333333333335
grid_2020-03-23_lon128.88514_lat37.59459.png,128.88513513513516,37.59459459459465,129.05405405405406,37.72972972972979,1,2020-03-23,1.14
grid_2020-03-23_lon129.05405_lat35.56757.png,129.05405405405406,35.5675675675676,129.22297297297297,35.70270270270274,2,2020-03-23,8.525
grid_2020-03-23_lon129.05405_lat37.32432.png,129.05405405405406,37.32432432432438,129.22297297297297,37.45945945945952,4,2020-03-23,1.6775
grid_2020-03-23_lon129.05405_lat37.45946.png,129.05405405405406,37.45945945945952,129.22297297297297,37.59459459459465,1,2020-03-23,0.94
grid_2020-03-23_lon129.22297_lat35.43243.png,129.22297297297297,35.43243243243246,129.39189189189187,35.5675675675676,2,2020-03-23,1.4849999999999999
grid_2020-03-23_lon129.22297_lat35.97297.png,129.22297297297297,35.97297297297301,129.39189189189187,36.10810810810815,8,2020-03-23,2.15625
grid_2020-03-23_lon129.39189_lat35.97297.png,129.3918918918919,35.97297297297301,129.5608108108108,36.10810810810815,7,2020-03-23,1.01
